,Protein IDs,lab2,lab3,non2,non3
103,Q80YR4,78.08333333,82.24448873991425,62.49155151965663,70.39713763624052
104,Q9DBE8,65.14583333,70.17606411076868,51.60122683544974,59.96927464757916
105,A0A1B0GSH5,34.88888889,42.27764945715353,28.67544196090107,34.005345795941594
106,Q6ZWZ6,193.94097219999998,190.30722046268986,163.77564306876306,161.99135368450473
107,G3UYF9,41.76041667,42.241145525222066,36.50543610421334,34.81794577301329
108,D3YZE7,18.95347222,24.411735032277743,15.381282842526975,19.498472550934487
109,A0A1D5RL90,20.96631944,21.73754470249304,18.090969363503007,18.011626035821873
110,Q8K4T5,64.45486111,65.26462455695295,55.306742379770334,54.8006554127553
111,Q91WK5,199.96875,173.8361990763474,164.66243317147052,159.00980647390864
112,B1ASP5,24.62881944,26.730841567869607,19.78899132172464,22.82107002938699
113,B9EI21,8.992361111000001,0.0,4.185106079329497,5.032682427593543
114,Q0VE82,138.38541669999998,132.38210075222696,114.98409285483112,116.14742294944081
115,E9Q9P4,22.18611111,29.76619970705072,17.81045414235599,23.756919374937134
116,Q9WVK4,54.62847222,62.20603664145828,48.696537003533706,49.21516332956899
117,B9EKI5,45.16666667,74.02557076914113,37.24880143113167,55.12388291755368
118,Q9QYB1,12.23645833,13.24540024590211,10.16324733509708,11.177629966463607
119,A0A0R4J083,91.4375,100.04845709462055,75.87031765319782,84.26571207966707
120,O54983,487.77777779999997,465.0878825281258,418.7594520492161,402.64480240078785
121,Q8VEH5,41.98958333,39.84903110983831,33.06007580552152,36.57304090442609
122,Q61768,16.60243056,17.93505068324659,14.610770872897401,14.631935101255824
123,P0DP60,97.64583333,102.14466833755759,81.1593868518331,87.50704953170253
124,Q9DCN2,111.8888889,94.02530657374116,92.02708934246755,88.29246217482003
125,Q8BH40,108.37499999999999,150.19713090062666,89.1043017400571,118.08678799563103
126,F8VQJ3,70.27777778,104.52848640767131,63.59551464678066,76.62606390447318
127,Q8JZR6,55.33333333,69.56213416255946,44.5562228651322,57.072310385195436
128,E9Q616,56.875,47.760431012043455,43.91284763875565,46.88007118946932
129,J3QQ00,61.95833333,66.90177107489153,50.57870362342907,57.48918324225784
130,P67984,7.3298611110000005,6.819047086848171,6.56903298940753,5.810240925139967
131,Q9QUR6,24.65138889,27.329838085035316,18.765563214664063,24.191312976112155
132,G3V004,50.45833333,56.293504137157996,41.34613340044248,47.76517079915185
133,Q9DB50,53.38888889,57.41074601699734,44.1499282498072,49.19401760991579
134,Q9D1K2,247.97916669999998,239.78665532016166,210.44975577667594,210.15527241951636
135,A0A494BBG8,72.69444444,74.61737711403453,59.505421785667615,65.47622546645371
136,Q9EQF6,196.3055556,172.80745165755832,165.96547160463822,157.54773071488947
137,Q64010,87.49305556,110.16447389441737,74.67134132870595,88.1081923383422
138,P26048,23.90520833,26.452084188390895,20.754959043298985,21.828429307568353
139,P57759,72.32291667,81.66927510148997,65.00261517559376,65.47622546645371
140,Q99KK7,20.13993056,20.14519847768497,17.82628968176582,16.996329177724856
141,Q60597,461.70138889999987,478.96491166860585,389.31892744983384,412.130170261208
142,D3Z6Z0,123.14236110000002,127.60893371515283,107.69974605540781,107.38403061667836
143,Q6NS60,31.28611111,37.73290860958091,26.99551776014347,30.474009804762854
144,Q6ZPJ3,80.54861111,82.64271356774098,65.70842765153935,73.0282699210845
145,P20152,872.0486110999999,828.3076418796095,667.0380423387915,784.1740885219141
146,Q9Z2X1,51.85069444,56.205009723894726,44.201054409105204,47.538609462467946
147,Q8CHX7,31.38888889,39.98951597257541,27.18056731685712,31.80921126326278
148,D3YTK7,44.51388889,61.02795486444719,40.80410559762202,46.019138115290446
149,Q5VCS6,35.94097222,37.88390219544154,30.006984359794295,32.82118521696432
150,B2FDG7,42.46180556,44.23558819927798,35.63086203893834,38.388552396347905
151,A0A0A6YW23,24.17361111,26.100318929120274,19.847356576190023,22.66247709283826
152,O70589,61.59722222,62.38855636483152,50.75515674893066,55.36856915804032
153,Q61595,85.20138889,68.35639786945686,66.16087156207954,69.33380976958134
154,P62823,127.06249999999999,141.93949662006864,126.03729733015358,107.42632205598477
155,D6RIN4,140.84722219999998,128.91422621521215,117.05628590855332,118.60032703820781
156,Q9EQE2,134.27083330000002,139.3233807390323,114.95694621211987,119.98990319941596
157,Q8CIV8,122.6215278,111.91776932578173,102.13468607173391,103.0189488417752
158,Q922R8,416.7013889,460.7074094220318,366.47051050831533,382.07303332220744
159,Q9WV98,215.67013889999998,197.17659874270103,184.85047993517048,178.00772955480295
160,Q3UQ44,106.42708329999999,118.59909698557296,92.30308012750615,99.07980251938504
161,Q99KP3,12.39444444,13.247059514956122,11.672600186415298,10.609414141333529
162,A0A1D5RLS1,146.125,143.20607281034296,128.55288542219913,123.96529936421145
163,P17156,467.2916666999999,414.1206355905824,397.22764677100827,381.2272042750812
164,P62192,62.90625000000001,60.72928624357713,56.763611744867156,51.91577443117334
165,D3Z2H7,18.2,14.69173069679028,14.073719960220494,14.991412413659669
166,E9QA63,442.9513888999999,583.2887548292331,395.1373560380044,455.81119538574853
167,E9Q2W9,24.27361111,25.246900997716146,20.29346626054197,22.165854652083883
168,Q3TJ56,132.8680556,141.82334770664283,111.86222993334663,122.92613808525562
169,P62073,199.15277780000002,188.47096149897993,178.7832072307335,163.39905472341576
170,Q99JI4,92.62152778,103.41677542467868,77.66199549880338,88.71537665488341
171,Q9CVB6,88.53472222,155.52338797280925,62.43273381115609,124.43050537058073
172,Q6Y685,45.31597222,41.754979370630934,38.02067072377554,38.48219774861192
173,A0A0G2JFF1,233.2881944,234.4216820337681,200.6407721172333,205.79623232851384
174,Q9Z2I8,68.65972222,79.36288965094612,55.33841345859,68.91391610536843
175,Q8BIW1,80.45486111,82.44913206660331,61.99386323500191,76.74991743264172
176,Q6DFV8,76.57638889,91.95674983096661,72.58557494059775,71.5510900306133
177,A0A140LHK6,36.63194444,39.61009621314227,31.738939614889798,33.7848260909586
178,Q8R001,374.61805560000005,402.4614974873831,335.74956965630736,336.67014203190934
179,P84104,197.21875,198.96307960293262,168.54892616012768,175.55482546603596
180,E9QN44,35.84027778,31.82811936405182,31.762014249467015,28.771476896987956
181,A2A547,36.10416667,39.276029817409515,33.20440541119868,32.26837556833152
182,Q8BGD5,5.9256944439999995,10.08283140438049,5.48859695610802,7.318837326555846
183,D3YXG2,64.60416667,58.998114415528576,53.31598922812112,55.49544350205933
184,Q05793,55.03125,73.83198925207446,50.58322805953749,57.117622657752186
185,Q9WV54,73.18055556,71.2767132841389,63.41453708517065,63.38581955814074
186,Q9WUM3,240.62847219999998,245.5387917044046,230.06772335616884,200.3587603176997
187,A0A3Q4EH04,106.19444440000002,121.25392917639418,88.1179740429645,104.65925292737064
188,Q9CQX2,142.32291669999998,138.40525127310633,137.93204752103864,113.5313947873489
189,Q8K4G5,86.44097222,92.78085398678262,74.87946551999681,79.88552629511122
190,Q3UVL4,45.66319444,58.82665651770672,43.019270934007075,45.47237009835857
191,P70296,491.875,458.3789004478171,402.0190277631712,432.0675675761935
192,H3BJE9,29.76180556,38.45192566159352,23.595854289601316,32.682227600843504
193,Q9CXT8,25.79027778,29.337001828210244,23.16965213976285,24.27378130450949
194,Q9JI91,76.36111111,76.31536352914486,67.17887033799178,66.87788491716358
195,Q8CGA0,97.33680556,109.9598305836573,82.45337641278398,94.53951339035522
196,Q9CPU4,42.46527778,40.16429242124848,38.3980089454006,35.21971454212343
197,A0A2R8W6G1,92.09722222,94.37928419493626,77.18692940772114,84.6070644882682
198,A0A2R8VHM1,41.00694444,42.377205664110214,34.89880781532143,37.51855687461764
199,Q62465,55.86805556,54.83002789489474,48.00882227202179,49.184955153664454
200,A0A338P6X2,74.10069444,83.4889413268728,69.55420080643344,67.44579866244862
201,P60764,221.9444444,225.9870589266836,197.02122088503336,195.95440798894023
202,F7BX42,371.6666667,386.81458040021755,324.70088956497176,336.9722237909547
203,A0A0G2JFI6,48.34027778,63.84318315939685,45.298683310040985,49.4538079383547
204,Q9DBS1,49.48611111,40.15654916247729,36.71039319544047,42.847279445215506
205,A0A0R4J2B2,104.97569440000001,103.77075304587378,78.15968379648847,101.35447828157577
206,Q9QYJ0,46.54861111,50.4263249965581,41.241166409757135,43.164465309613014
207,Q9CR26,98.23611111,102.08382844038584,86.65658024175927,88.89662577991027
208,A0A0A6YY72,43.56944444,43.93194176806009,38.82873553134748,38.4217813881029
209,Q920I9,94.94444444,96.42571733439499,71.67163826033094,92.79650146144459
210,Q8BTI8,16.90868056,14.731000089888282,15.02204237836595,13.639294379437187
211,E0CXB1,175.57638889999998,187.66898097833774,148.4423192985007,166.57997584974203
212,Q8BGN8,297.4861111,293.1653750032003,269.9642265518338,255.820974828004
213,P17742,2617.708333,2358.3759255040654,2246.2934768777363,2212.446945231267
214,A0A0N4SUX2,22.58784722,29.000169999983125,21.428195571445748,22.64435218903553
215,P23242,116.03819440000001,111.2817157742567,101.87226862108132,100.4119831620345
216,Q920P5,105.1875,102.74200557929771,92.85958612066139,91.74525690168703
217,F6RJV6,249.9201389,274.5151789530782,218.31323086707,236.91971799352373
218,D6REG4,51.75,63.48920553820175,45.30773218225782,52.818998953358545
219,P63028,151.4930556,175.8715704539707,131.95526353876986,149.3975642955693
220,P53657,63.43402778,72.74240188832664,55.25697355651702,62.083847091395796
221,Q9CZY3,189.53472219999998,188.4930851182247,172.37207714751008,164.2328004897403
222,A0A140LJB1,50.62847222,63.13522791700666,43.56899027299969,52.80993649710721
223,Q5NCM6,34.72013889,29.028377586644524,27.683684932660153,29.557795770940665
224,O88952,44.83680556,47.80523130517396,41.76328666503374,40.05000217549668
225,Q9CXD6,65.01041667,75.10962725197123,55.057898237442984,65.05331097769039
226,F6VG18,9.180902778,10.880387240996201,7.8358759115562515,9.30683750619853
227,P14206,52.23611111,58.01914505243086,45.63349179054974,50.039846587442455
228,Q8BUK6,47.20486111,47.49771325253498,41.25247751305856,42.40019841224857
229,Q00PI9,9.343055556,8.463383770687466,8.311394450158463,7.762897541062335
230,Q8K396,31.991666669999997,30.26453382833301,27.83615852854461,27.747419671184613
231,A0A0N4SVT3,126.4722222,154.41720788666333,102.8585963181739,134.33878762406468
232,P56942,23.48472222,24.26848472111729,21.07709909749202,21.127297498018383
233,A0A0N4SVB8,157.2256944,155.79993299036346,146.10318431892637,134.39920402807348
234,G3UYQ2,17.54097222,21.129145651130532,14.771840899993919,18.17505227599135
235,Q91ZP9,96.48263889,87.70348743199175,86.13174531439331,80.42021103994128
236,E9PXA7,81.64930556,70.96145195679975,53.32956253644636,79.2783419176703
237,Q9CZU6,345.4375,366.14560556743834,309.4806766974198,317.15565910998765
238,Q6PGF7,33.37152778,31.7329878809441,27.594101040379876,30.10244921155725
239,Q9JKK7,247.7291667,229.33878445469864,217.67528488062916,211.35453706034605
240,P08752,107.67708329999999,115.18100055203647,87.64743238799066,105.41445741198352
241,P62962,316.09722220000003,328.95030053913945,270.1271063559798,295.65347810566817
242,D3YZP9,66.82986111,65.26462455695295,57.91281924610569,59.52521443046268
243,Q921W0,124.18750000000001,132.74160927026875,113.4729302173422,113.36222894312382
244,E9Q3H7,107.64583329999999,71.16056437071312,93.33465221174366,76.52335609595782
245,P27659,228.5277778,234.0345189359189,209.739418968865,202.2226048806288
246,E9Q4T8,66.65277778,64.67834912483525,57.23415339984099,59.56448506261855
247,Q3TZZ7,33.47951389,38.19529188543062,28.48632040908377,33.37399487429708
248,P47911,250.9444444,251.15818653246853,228.9773334982789,219.7795978786574
249,P61222,24.29166667,25.087611066585453,21.734500086228955,22.026594956118014
250,B1ARW4,68.64930556,65.81771459206142,60.41483401679564,60.01760772728642
251,A2APX3,313.9513889,324.9735831258608,263.35402112347566,297.0551375476781
252,P46664,163.48611110000002,167.5973435465885,146.2751129431676,147.6908022960635
253,A0A2I3BQF4,98.13194444,104.97648933897636,89.88702969499762,89.79985025859568
254,O35737,54.31597222,55.939526515962896,50.06744201741875,48.269647368077386
255,Q61411,186.0381944,175.26317148225314,167.8114426314232,158.58689199384523
256,Q8VHL1,135.2569444,133.06240149445463,122.58062594119072,118.24084967360425
257,A0A2I3BQL9,220.3715278,208.31583219187218,190.72772624487186,194.10566750526343
258,P62077,87.14583333,83.88163525785282,78.82477633442795,75.39357024578867
259,P57780,174.22916669999998,190.88796510946378,157.32831744455083,164.25696696434431
260,Q7TMM9,2573.368056,2485.7525601658344,2237.289843549232,2293.1027797683446
261,Q7TME2,55.944444440000005,59.152979638739296,51.166880695403975,51.11223690165301
262,Q8VCR4,33.73680556,38.139982885105574,29.5427769179783,33.12326700210952
263,B2RUJ2,22.76354167,22.886312703916,19.11711212962256,21.266859282529264
264,P61226,157.67708330000002,150.5787630219843,136.86427984369078,140.1478202802842
265,D3YWG9,51.01388889,51.1304086175272,43.30838258636615,47.38454775839486
266,Q9D1E6,141.04513889999998,151.58538688524453,130.2495500443761,129.90120633835005
267,P52480,114.5,115.2971494495333,102.98075617128337,102.98269908636945
268,Q9D4I9,98.03125,128.6044957847197,87.86008101538994,105.68028932862357
269,E9Q1U8,97.07638889,92.34391284917095,83.13204225904867,87.03278112998157
270,P68369,104.59375,113.32261801686872,83.61163279926973,105.77393468958753
271,Q62433,48.51388889,55.96165010334972,39.66530430464497,50.43557371615171
272,O08583,80.07291667,90.11496000226796,75.53098473658066,75.29086244597326
273,Q6ZQ06,60.263888890000004,68.79333900706852,55.487719941380334,58.15074233980687
274,Q9JHG6,62.06944444,62.99695540026505,55.95373716024576,56.18721077551291
275,O54984,20.11701389,18.63692194229121,18.40858498158763,16.999652082120328
276,Q8BVT9,41.70486111,39.867836162302915,37.62161520361794,36.322313032238526
277,P68372,564.4097222,610.5560936460971,484.0244846103106,549.3961303757607
278,P84078,237.1006944,263.2487348127168,213.25490798814607,228.10195085365362
279,F6ZL69,40.55208333,36.50670800451709,34.41695505704617,35.467421598460525
280,A2RTH5,116.4409722,115.76174508730747,105.72256621208383,103.57175852520781
281,A2ADI4,26.07951389,26.90064020619484,20.479873153300296,25.9035124998285
282,Q99MN9,180.9930556,184.02964855943003,149.94443307680322,173.02942186645745
283,Q8C5P5,19.21180556,19.5622415804895,16.579806726014077,17.94003265144617
284,Q8R1N4,71.57291667,86.1050572238381,65.76724536003987,71.85921343875947
285,Q9CPP6,63.65277778,68.71590640342765,57.22962896373257,60.21094006351538
286,Q5FWK3,33.80520833,41.65487007717539,31.438516859229306,34.268156940230945
287,P61971,22.54479167,23.18166278986383,20.917386406440183,20.229510456543935
288,P13020,92.16666667,93.80407055651197,88.09082741328363,80.43229431204308
289,B2KGR2,78.56944444,73.06319411251252,72.31863304080636,66.45799124425072
290,P16297,22.74895833,24.636842686857022,19.577247576334894,22.173708780255048
291,Q9D1T0,177.15277780000002,165.30201992159607,159.01593320754137,152.97723342735503
292,P34914,80.15972222,83.2566435159502,73.85694230797615,72.87420821701141
293,A2ACG7,60.55555556,70.36964561190636,54.27969473164126,60.416355671846134
294,Q8R0Y6,457.7777778,504.56744961072974,416.1262284619872,436.99150063143037
295,G3UX45,33.91145833,38.20414133312855,34.11110298326773,30.661300509290886
296,Q8CJ61,50.39583333,58.87090370840937,45.72850501397834,50.09724212340106
297,Q8R4N0,222.6145833,207.8235820220775,196.64569237530583,194.63128982864197
298,P62830,68.69444444,67.698220730545,63.31499942563364,60.380105864240676
299,P08249,1941.1805559999998,1697.59925615402,1676.8928277831374,1656.525848094531
300,F7BJK1,452.9861111000001,419.44689266276504,410.58831512102455,387.4802970875175
301,Q91VN4,529.2361111,554.7493087818871,497.8240236016331,478.25587150960916
302,Q8R1Q8,128.5104167,129.28479652694736,117.90688044421118,114.98440815101642
303,P40240,98.44791667,196.26400028512472,62.6634802090498,162.97009864645128
304,P10711,51.96527778,51.777523962745654,46.76007711124622,46.892154461571124
305,A2ALU4,46.93055556,45.06632944086741,42.24061498720059,41.36103709849296
306,E9QMK3,343.78472220000003,337.3628000269792,305.4991704462429,309.9963209334158
307,Q9DB05,308.90277779999997,353.0373715983783,272.7784275833993,308.75778565173033
308,E9QN08,111.83680559999999,111.30937027441924,102.3156636333439,99.88334004020538
309,A0A1W2P6P1,193.83333330000002,175.85497785900452,172.90143651098447,166.17216544893097
310,Q6P069,126.23958329999999,136.30350911739356,111.97986535034768,121.29791728046195
311,Q9Z1N5,69.18402778,77.03991147800417,66.88930623159756,64.15310727135564
312,Q6P8X1,306.3854167,290.80368052047345,264.3991664899776,276.1238911914938
313,Q8BMS4,30.63472222,30.934878949865016,26.091987288138156,28.922819873755586
314,Q99K48,98.5,108.26184416854694,87.67457901767153,95.60284123091452
315,Q8BP92,149.28125,152.49798545432378,126.77930533405761,142.28051764530343
316,A0A494BBE3,225.0729167,216.63983720273268,184.8459555251228,211.07058017900357
317,Q9D1G1,133.6944444,125.35232635215834,118.95655029894311,117.38595823112632
318,P60867,20.52708333,16.405203631035885,16.391137628231927,17.627378010824355
319,P59242,127.7569444,74.98794744169874,112.73997109868536,86.79715738054611
320,Q8K3J1,366.1458333,325.0565465785614,325.91343927597114,311.0233990185694
321,Q3TY60,93.66666667,98.3394088698878,81.71589285801873,89.53703914040621
322,A0A2I3BRQ3,29.56631944,24.911728428985647,26.764318934275387,24.0481262160607
323,Q5DQR4,94.41666667,103.69332044223292,88.18131618757344,89.04464577398281
324,A0A1Y7VKP8,33.07222222,32.99569243386838,29.018394444647498,30.51025961236831
325,P62259,1643.4375,1608.1645958426664,1444.291419163826,1496.4527133450656
326,A0A0A6YVU8,32.51145833,34.2478882795981,29.641409695505793,30.30786482858797
327,Q91XD7,96.44097222,65.43055157385709,88.19941394503748,68.6692298648818
328,H3BIW6,155.43402780000002,131.58012019972676,131.39423317465815,133.09723154392867
329,Q9CR61,53.76388889,64.3796805039652,49.78692679627172,54.13305468350533
330,Q8R464,255.4375,219.75373410262347,213.5761431863904,222.3714594791458
331,Q8BFR5,509.8611111000001,509.93795376211193,452.29911834283723,468.1965482896031
332,P10922,320.71527779999997,292.04813310743197,301.4226509325462,266.52977389085737
333,Q9EQQ9,18.72743056,19.425628339173496,17.33538803824335,17.12501601821411
334,P08122,65.72916667,78.92594851333446,60.67725148047861,66.48819942015525
335,Q9D8E6,27.195138889999996,32.272250658006804,24.010292908163983,28.030470295592004
336,H3BL58,3.2334027780000003,5.685765596595987,1.2296972772015236,5.496377957307972
337,Q9CR98,132.6006944,127.38216680107696,112.38706486071258,122.36426600647134
338,P84086,305.84722220000003,263.50868706008606,277.4250264116068,252.66119946483073
339,O09114,106.92013890000001,100.33606390586819,89.70605213338762,98.04668283733035
340,A0A0J9YUD8,20.43263889,23.74138991074574,17.771543968368945,20.98622530558227
341,Q6P4T2,37.46527778,37.94584828154004,33.5568592081667,34.573259532526656
342,Q99JW2,9.046180556,11.830042836470291,7.642682365938343,10.21368701262427
343,P70404,40.30208333,40.85233643817633,36.25613952088122,37.11980893005792
344,F6X0V1,46.1875,40.92091959411928,41.83974968999354,38.908133053225704
345,A0A494BAH5,64.65625,57.067830189495645,57.18890901269609,55.28096544617718
346,Q9D6F9,252.49652780000002,240.09638583029908,212.17356708065535,233.45786078430552
347,G3UY33,85.08680556,89.777575071613,79.97398383566649,78.19386833135795
348,Q93092,316.81944439999995,331.48898381653487,277.0178269012419,303.5921872414568
349,J3QQ44,52.61111111,48.44183794319787,47.520182859583905,45.578098722724384
350,G3X956,15.69548611,16.822786613755085,13.637564043125288,15.348473078603115
351,P63024,21.69652778,25.75187220477188,20.331923993524256,21.698534138998923
352,A2AL12,143.34375,115.81152319078579,124.53518359094224,118.13512103183852
353,A0A286YCF6,86.75,110.12022668778572,81.89234597048993,90.55203385775846
354,Q5NC45,15.51076389,17.747000063026636,14.895810530152831,14.887194205919032
355,P14733,409.0625,460.0049851083464,370.70990982615785,402.8562596843193
